-6.7675,5.1673,265
0.0043818,1.0343,266
-0.12177,1.4194,267
-1.035,1.0387,268
-0.5715,1.1948,269
-0.045632,1.1396,270
0.49614,0.88281,271
-2.8318,2.8329,276
-0.031224,1.2663,278
-1.2483,1.6241,279
-1.1668,2.0369,280
-0.1718,2.2865,281
-4.6002,0.23228,283
-1.0742,1.5239,285
-0.56013,1.7706,286
-3.4606,0.59676,287
0.094308,2.0242,288
-0.77502,1.0593,289
-0.1617,0.94509,290
-0.58837,0.70766,291
-4.3968,1.7732,292
-1.9966,1.0216,293
-3.942,0.15243,294
-6.3418,0.47791,295
0.11331,0.79785,296
0.18939,1.456,297
0.31886,1.336,299
-3.4411,1.153,300
-1.5165,1.8959,301
-0.3108,1.5899,303
-2.2083,1.1794,304
-2.8044,3.3212,309
0.72422,1.0657,310
-0.39893,1.7141,311
-0.70716,1.2677,312
-0.70282,2.1812,313
0.45368,1.1783,314
-6.0829,0.2465,315
0.71635,0.78725,317
-2.3965,2.8484,318
0.27427,1.4757,319
0.75243,0.54856,320
0.60508,1.143,323
0.32308,1.1838,324
-0.41073,0.57315,328
-9.9214,2.061,329
0.13633,1.2431,331
-0.63759,1.2289,332
0.05311,1.435,333
-3.4212,2.6427,335
-0.98328,2.1981,336
-0.52169,1.2332,337
-1.7658,3.1536,341
-0.01292,0.95184,343
-1.3664,0.8969,344
0.1345,0.78324,345
0.31822,0.69388,348
-6.3457,0.25412,349
-6.2744,0.33794,352
-0.30516,2.0319,353
-0.082486,0.89544,354
0.27747,0.96891,355
-0.5368,0.76048,358
-2.2886,3.7729,359
-0.043353,1.6528,361
-0.95832,3.4068,363
-0.0416,0.96086,366
-0.05398,1.1686,367
-2.5942,2.1591,370
-0.65219,0.67114,372
-2.93,3.2237,373
-1.3134,1.248,375
-0.31419,1.6525,376
-1.1837,0.62961,377
0.24251,0.91832,380
-1.0639,1.7084,381
-0.026657,0.84844,382
0.31027,1.187,384
0.46763,1.1312,385
0.76039,0.37838,387
-1.4949,0.85406,389
-0.41969,1.0063,390
-3.4302,1.4148,392
-0.10909,0.89765,393
0.0045383,1.3706,394
-2.3366,3.0868,395
0.349,0.4221,396
-2.0148,1.2498,397
-4.5699,0.55212,399
-0.072704,1.2088,403
0.19216,1.5328,404
0.49423,0.83897,405
0.66675,1.5249,406
-0.94685,1.161,408
0.18718,1.165,409
0.0085896,1.6359,412
-0.25061,1.6263,413
-0.7672,1.5739,414
-0.23597,1.0259,416
0.37003,1.1526,419
-1.0321,1.1362,420
-0.63229,0.85573,421
-2.3132,0.70641,422
0.067211,1.5534,423
-2.7993,3.5692,425
-6.9181,0.35716,426
0.20818,1.2492,427
-0.43975,1.9757,429
-1.3063,2.7644,430
-0.96936,0.6038,431
-0.72255,0.84051,432
0.14392,1.5018,433
0.32321,0.90593,434
-0.59185,1.7136,435
0.29005,1.3469,437
0.16014,1.1773,438
-0.23326,1.5341,439
-4.1603,1.8712,440
-0.42299,1.7227,442
-0.60679,2.02,443
0.75063,1.413,445
-0.1266,1.6652,446
-0.55648,1.8442,447
-2.5489,1.7329,448
-2.8024,3.0538,449
-1.9506,1.2678,450
-0.19648,0.75885,451
-1.2725,0.46,452
0.015872,1.1454,453
0.024507,1.7484,454
-2.3369,5.3425,455
0.5255,1.1809,458
-0.86663,2.6084,459
-0.11593,1.4073,460
0.5155,1.2787,461
-0.81655,1.1349,462
0.037929,0.84752,464
-0.68231,2.5502,467
-0.10129,2.5836,469
0.16969,0.67135,470
-0.14467,2.7484,471
-4.3883,2.7641,472
-3.954,1.233,474
-6.0185,0.24923,475
-2.6247,1.9151,478
-0.067764,1.7519,479
0.33372,1.1367,480
-7.9107,1.0328,481
-0.44226,1.9424,482
-3.9949,2.633,484
-3.3847,2.7049,485
-0.221,0.99852,486
-2.4219,0.44892,487
-2.9461,3.8729,488
-0.67184,0.82752,489
0.097276,1.4879,490
-0.77378,1.1215,491
-0.30761,2.6342,492
-9.3993,2.3594,494
-0.95516,1.3608,495
0.021048,0.94182,496
-0.32535,1.843,497
-3.197,2.8612,498
0.22619,1.1657,499
-2.8014,1.4066,500
-0.50523,0.66114,503
-1.1473,1.9442,504
-6.8522,0.30992,508
-0.82878,0.87793,510
-4.4808,0.21369,511
-1.3735,2.1801,512
-0.57406,1.1718,513
-0.20797,1.3891,514
0.085891,1.9235,515
-8.769,1.6485,518
-3.0008,0.27502,519
-0.58804,1.042,521
-2.8637,2.94,522
0.47701,0.66692,523
-2.1051,2.3939,524
-0.25809,1.2515,526
0.53429,0.73374,527
0.16269,1.2155,528
0.0051311,0.63667,533
0.27429,0.9599,534
-0.12656,1.2944,537
-0.093026,1.2257,538
-0.31424,2.7835,539
-6.0563,0.39661,540
0.27943,0.69183,541
-0.12417,1.4622,542
0.16102,1.0801,543
0.098729,0.29058,544
-0.84932,1.2048,546
0.48213,1.2973,547
-0.22205,1.7141,548
-1.3208,1.8433,549
-2.4171,2.5108,550
-2.1413,2.5455,551
-0.45557,0.64172,552
-0.57423,1.3199,553
0.12716,1.0643,554
0.19898,1.7785,555
-3.0077,1.9934,556
-0.43841,0.6781,558
-1.0513,1.3395,560
-0.020884,0.88888,562
-2.1952,1.5532,563
-0.0091829,2.0398,564
-5.2137,0.28482,565
-1.2936,1.6396,566
-0.65141,1.7378,570
-1.4692,2.0811,571
-0.96117,0.82918,572
-0.0905,1.4728,573
0.023297,2.1102,574
-3.0669,1.7605,577
-1.0385,1.1438,578
0.06647,2.6691,580
-2.4296,0.51683,581
-0.7441,1.6943,582
-0.43215,1.2439,583
-1.6031,3.2514,584
-0.17548,0.78423,585
-3.4104,3.5367,586
0.31923,0.76058,587
-1.1041,1.1146,588
-1.1903,2.0434,590
0.54928,0.39077,592
0.024077,0.90061,593
-1.9404,0.49782,594
-1.127,1.3362,595
-0.78238,0.78945,596
-0.6837,1.6846,597
-0.069916,0.89818,600
-0.4551,2.1746,601
-0.7845,2.1973,602
-1.5031,0.98405,604
-1.0756,1.0934,605
-2.5547,3.3015,606
-0.70327,0.84934,607
-0.50817,1.9542,609
-1.4496,0.68026,610
-0.36085,1.2388,611
-0.94769,1.6963,613
-4.5607,2.0571,614
-0.62466,2.217,616
-0.77158,3.0187,618
-1.1145,1.4904,619
-0.74533,0.99237,621
-1.5814,0.9552,622
-0.35949,1.0047,623
-0.076673,0.95553,624
0.50985,0.746,625
-0.10035,1.5105,626
-1.1856,1.6531,627
-0.36965,1.0891,628
-4.1232,1.0886,630
0.10638,0.9253,631
0.30537,0.8548,632
-11.017,5.8007,633
-0.42499,1.3066,634
-0.1422,0.8025,635
-0.67641,1.0047,636
0.30746,2.1983,637
-1.4283,2.567,639
-0.9522,1.4075,641
